Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
41294173,41294869,Gm28428,41294173,41294869
78662528,78665322,Gm28816,78662528,78665322
78662528,78665322,Gm28816,78662982,78664902
41331079,41331774,Gm20827,41331079,41331774
78772615,78773307,Gm20808,78772615,78773307
41337782,41341116,Gm28427,41337782,41341116
41361843,41362385,Gm21800,41361843,41362385
78846990,78849325,Gm20806,78846990,78849325
78846990,78849325,Gm20806,78847129,78847812
41372777,41375141,Gm28426,41372777,41375139
41372777,41375141,Gm28426,41372777,41375141
78876751,78877365,Gm28815,78876751,78877365
78913583,78914278,Gm28814,78913583,78914278
41401167,41403527,Gm28425,41401167,41403527
41401167,41403527,Gm28425,41401167,41403527
41574971,41599399,Gm21729,41574971,41599399
78939065,78942302,Gm28813,78939065,78942302
78939065,78942302,Gm28813,78939517,78941881
41722179,41724457,Gm28834,41722179,41724457
41722179,41724457,Gm28834,41722179,41724457
79085514,79086209,Gm20919,79085514,79086209
41790672,41791230,Gm28833,41790672,41791230
42035076,42035771,Gm21774,42035076,42035771
79160058,79162391,Gm20917,79160058,79162391
79160058,79162391,Gm20917,79160067,79161056
79177139,79178681,Gm28421,79177139,79178681
42096900,42100131,Gm29537,42096900,42100131
42096900,42100131,Gm29537,42097353,42099711
79189819,79190433,Gm28420,79189819,79190433
42414903,42418140,Gm29274,42414903,42418140
42414903,42418140,Gm29274,42415323,42417687
79226612,79227307,Gm28423,79226612,79227307
42442989,42446223,Gm29275,42442989,42446223
42442989,42446223,Gm29275,42443413,42445772
79268762,79272014,Gm28422,79268762,79272014
79268762,79272014,Gm28422,79269216,79271594
42505428,42537595,Gm29276,42505428,42537595
42690697,42691392,Gm21805,42690697,42691392
79330834,79356976,Gm20916,79330834,79356976
79330834,79356976,Gm20916,79332266,79354223
42726150,42726677,Gm29645,42726150,42726677
79417319,79418014,Gm29033,79417319,79418014
42788498,42789025,Gm28312,42788498,42789025
79454229,79454543,Gm29034,79454229,79454543
42887096,42911495,Gm29165,42887096,42911495
79601535,79602230,Gm21823,79601535,79602230
79676144,79676839,Gm21242,79676144,79676839
42930494,42930940,Gm29042,42930494,42930940
79705984,79706597,Gm29031,79705984,79706597
43002855,43006089,Gm28311,43002855,43006089
43002855,43006089,Gm28311,43003275,43005636
79742790,79743486,Gm29032,79742790,79743486
43031744,43034976,Gm28310,43031744,43034976
43031744,43034976,Gm28310,43032168,43034523
79784719,79787514,Gm29606,79784719,79787514
79784719,79787514,Gm29606,79785173,79787094
43096647,43127121,Gm28504,43096647,43127121
79894869,79895564,Gm29607,79894869,79895564
43326667,43327359,Gm28567,43326667,43327359
79969655,79970350,Gm21248,79969655,79970350
43406479,43409712,Gm28568,43406479,43409712
43406479,43409712,Gm28568,43406899,43409259
79996888,79997502,Gm29189,79996888,79997502
80033702,80034397,Gm21873,80033702,80034397
43758445,43760724,Gm29286,43758445,43760724
43758445,43760724,Gm29286,43758445,43760724
80083111,80086350,Gm29190,80083111,80086350
80083111,80086350,Gm29190,80083564,80085930
43797976,43798503,Gm29285,43797976,43798503
43820606,43822969,Gm28280,43820606,43822969
43820606,43822969,Gm28280,43820606,43822969
43907507,43933594,Gm21241,43907507,43933594
80145048,80171244,Gm21760,80145048,80171244
80145048,80171244,Gm21760,80146479,80168490
80231342,80232037,Gm28159,80231342,80232037
44109952,44113186,Gm28278,44109952,44113186
44109952,44113186,Gm28278,44110373,44112733
80250712,80251026,Gm28160,80250712,80251026
80252441,80255782,Gm28157,80252441,80255782
44123469,44126701,Gm28279,44123469,44126701
44123469,44126701,Gm28279,44123893,44126248
80399838,80400533,Gm28158,80399838,80400533
80474503,80475198,Gm21257,80474503,80475198
80504296,80504909,Gm28161,80504296,80504909
80541092,80541788,Gm28695,80541092,80541788
80547675,80551023,Gm28696,80547675,80551023
44187468,44219789,Gm21739,44187468,44219789
44187468,44219789,Gm21739,44190199,44218361
80693080,80693772,Gm20791,80693080,80693772
44303647,44304174,Gm28886,44303647,44304174
44303647,44304174,Gm28886,44303691,44304174
80767608,80768303,Gm20841,80767608,80768303
80797230,80797844,Gm28899,80797230,80797844
44341258,44343536,Gm29426,44341258,44343536
44341258,44343536,Gm29426,44341258,44343536
80834027,80834722,Gm21722,80834027,80834722
80840811,80844154,Gm28898,80840811,80844154
44409592,44410154,Gm28885,44409592,44410154
44713325,44714020,Gm21856,44713325,44714020
44773755,44782728,Gm28887,44773755,44782728
80938264,80964527,Gm28897,80938264,80964527
81024661,81025356,Gm28896,81024661,81025356
44776352,44779241,Gm29444,44776352,44779241
44776352,44779241,Gm29444,44776461,44778819
81215067,81215762,Gm21282,81215067,81215762
44935913,44936608,Gm21783,44935913,44936608
81296249,81296944,Gm28895,81296249,81296944
44999347,45002579,Gm29445,44999347,45002579
44999347,45002579,Gm29445,44999800,45002160
81325768,81326382,Gm28894,81325768,81326382
81362608,81363303,Gm21829,81362608,81363303
45181085,45184316,Gm28457,45181085,45184316
45181085,45184316,Gm28457,45181538,45183896
81407170,81410407,Gm29324,81407170,81410407
81407170,81410407,Gm29324,81407621,81409987
45340981,45341676,Gm21779,45340981,45341676
81469276,81495356,Gm20911,81469276,81495356
81556348,81557043,Gm28739,81556348,81557043
81630241,81633478,Gm28741,81630241,81633478
81630241,81633478,Gm28741,81630694,81633054
81735879,81736571,Gm20912,81735879,81736571
81810559,81811236,Gm20801,81810559,81811236
81843048,81843662,Gm28742,81843048,81843662
45404305,45407537,Gm28458,45404305,45407537
45404305,45407537,Gm28458,45404758,45407118
81879866,81880561,Gm21919,81879866,81880561
81886681,81890029,Gm28743,81886681,81890029
45708643,45709338,Gm28459,45708643,45709338
45744076,45744603,Gm28461,45744076,45744559
45744076,45744603,Gm28461,45744076,45744603
81921959,81925197,Gm28124,81921959,81925197
81921959,81925197,Gm28124,81922411,81924777
82030498,82031190,Gm21790,82030498,82031190
82105080,82105774,Gm21728,82105080,82105774
45767025,45769385,Gm28460,45767025,45769385
45767025,45769385,Gm28460,45767025,45769385
82121972,82123514,Gm28126,82121972,82123514
45806463,45806990,Gm28851,45806463,45806946
45806463,45806990,Gm28851,45806463,45806990
82137211,82137825,Gm28125,82137211,82137825
45829380,45831743,Gm28456,45829380,45831743
45829380,45831743,Gm28456,45829380,45831743
82174006,82174701,Gm21825,82174006,82174701
45905005,45929408,Gm29073,45905005,45929408
46352193,46353290,Gm29648,46352193,46353290
46487189,46517631,Gm29647,46487189,46517631
82236496,82262688,Gm21317,82236496,82262688
82327836,82328531,Gm29468,82327836,82328531
46579374,46582607,Gm29646,46579374,46582607
46579374,46582607,Gm29646,46579827,46582183
82356385,82356699,Gm29469,82356385,82356699
82358114,82361457,Gm29472,82358114,82361457
46608269,46611503,Gm28549,46608269,46611503
46608269,46611503,Gm28549,46608722,46611083
82393458,82396694,Gm29473,82393458,82396694
82393458,82396694,Gm29473,82393910,82396274
46697502,46721894,Gm29211,46697502,46721894
82504227,82504922,Gm29470,82504227,82504922
46732385,46732999,Gm29212,46732385,46732999
82578781,82579476,Gm21333,82578781,82579476
46762008,46762700,Gm21247,46762008,46762700
82608559,82609173,Gm29382,82608559,82609173
82645176,82645872,Gm28224,82645176,82645872
46852250,46854613,Gm29210,46852250,46854613
46852250,46854613,Gm29210,46852250,46854613
82651759,82655107,Gm28226,82651759,82655107
46877022,46877549,Gm29213,46877022,46877549
46877022,46877549,Gm29213,46877066,46877549
82686996,82690235,Gm28225,82686996,82690235
82686996,82690235,Gm28225,82687449,82689811
46914639,46916999,Gm28550,46914639,46916999
46914639,46916999,Gm28550,46914639,46916999
82798320,82799012,Gm21344,82798320,82799012
46939447,46939974,Gm28604,46939447,46939974
46939447,46939974,Gm28604,46939491,46939974
82872602,82873297,Gm20849,82872602,82873297
46974892,46975587,Gm28603,46974892,46975587
82902255,82902869,Gm28829,82902255,82902869
82939007,82939702,Gm21901,82939007,82939702
47256776,47259054,Gm28565,47256776,47259054
47256776,47259054,Gm28565,47256776,47259054
47296338,47296865,Gm28566,47296338,47296821
47296338,47296865,Gm28566,47296338,47296865
83042216,83068570,Gm28827,83042216,83068570
47319171,47321535,Gm28697,47319171,47321535
47319171,47321535,Gm28697,47319171,47321535
83128900,83129595,Gm28828,83128900,83129595
47362549,47363076,Gm28554,47362549,47363032
47362549,47363076,Gm28554,47362549,47363076
83165909,83166223,Gm28831,83165909,83166223
83202996,83206233,Gm28832,83202996,83206233
83202996,83206233,Gm28832,83203449,83205809
83299153,83299848,Gm21864,83299153,83299848
47455569,47487599,Gm21256,47455569,47487599
47455569,47487599,Gm21256,47457003,47484861
83372955,83373650,Gm21802,83372955,83373650
83402101,83402715,Gm28658,83402101,83402715
83438978,83439672,Gm29238,83438978,83439672
47549381,47552613,Gm29056,47549381,47552613
47549381,47552613,Gm29056,47549834,47552189
83548836,83562753,Gm21088,83548836,83562753
83628709,83629404,Gm29239,83628709,83629404
47578323,47581558,Gm29098,47578323,47581558
47578323,47581558,Gm29098,47578775,47581137
83686611,83686718,5S_rRNA,83686611,83686718
47671271,47689642,Gm21170,47671271,47689642
83726356,83727051,Gm21741,83726356,83727051
47836541,47839774,Gm29373,47836541,47839774
47836541,47839774,Gm29373,47836960,47839321
83801140,83801835,Gm20862,83801140,83801835
83823857,83823964,5S_rRNA,83823857,83823964
47861421,47861948,Gm29370,47861421,47861948
47861421,47861948,Gm29370,47861444,47861942
83863633,83864328,Gm20863,83863633,83864328
47896836,47897531,Gm21751,47896836,47897531
83938309,83939004,Gm20864,83938309,83939004
83967972,83968586,Gm29476,83967972,83968586
48190346,48192623,Gm29166,48190346,48192623
48190346,48192623,Gm29166,48190346,48192623
84004921,84005616,Gm21717,84004921,84005616
48224625,48225152,Gm28194,48224625,48225108
48224625,48225152,Gm28194,48224625,48225152
84046461,84049700,Gm28472,84046461,84049700
84046461,84049700,Gm28472,84046914,84049280
48316464,48348480,Gm20792,48316464,48348480
48410299,48413530,Gm28754,48410299,48413530
48410299,48413530,Gm28754,48410752,48413106
84108548,84134763,Gm21095,84108548,84134763
84108548,84134763,Gm21095,84109980,84132014
84194925,84195620,Gm28473,84194925,84195620
48439224,48442459,Gm28753,48439224,48442459
48439224,48442459,Gm28753,48439676,48442038
84231869,84232183,Gm28474,84231869,84232183
48532009,48558046,Gm21191,48532009,48558046
48599393,48600085,Gm21271,48599393,48600085
84268910,84272146,Gm28475,84268910,84272146
84268910,84272146,Gm28475,84269362,84271726
84376824,84377519,Gm28476,84376824,84377519
48674376,48675068,Gm21281,48674376,48675068
84451538,84452233,Gm21380,84451538,84452233
48704063,48704677,Gm28193,48704063,48704677
84500372,84501049,Gm21782,84500372,84501049
48740930,48741627,Gm20802,48740930,48741627
48791655,48794894,Gm29070,48791655,48794894
48791655,48794894,Gm29070,48792108,48794474
84573841,84576176,Gm21394,84573841,84576176
84573841,84576176,Gm21394,84573980,84574663
84603101,84603715,Gm28471,84603101,84603715
84639969,84640664,Gm21824,84639969,84640664
84688856,84692095,Gm29338,84688856,84692095
84688856,84692095,Gm29338,84689309,84691675
48861106,48887226,Gm28553,48861106,48887226
48948783,48949478,Gm28751,48948783,48949478
48985777,48986091,Gm28752,48985777,48986091
84757954,84784171,Gm21409,84757954,84784171
84844599,84845294,Gm29339,84844599,84845294
49022863,49026102,Gm28726,49022863,49026102
49022863,49026102,Gm28726,49023316,49025677
84881679,84881993,Gm28759,84881679,84881993
49322667,49323362,Gm21308,49322667,49323362
84883408,84886753,Gm28758,84883408,84886753
49397629,49398006,Gm29267,49397629,49398006
84918742,84921969,Gm29071,84918742,84921969
84918742,84921969,Gm29071,84919195,84921559
49426958,49427572,Gm29268,49426958,49427572
85028069,85028764,Gm21879,85028069,85028764
49463866,49464561,Gm29269,49463866,49464561
85097921,85098616,Gm28757,85097921,85098616
49470399,49473740,Gm29270,49470399,49473740
85179371,85180066,Gm20856,85179371,85180066
85196350,85197931,Gm28348,85196350,85197931
85209054,85209666,Gm28973,85209054,85209666
49505627,49508865,Gm29271,49505627,49508865
49505627,49508865,Gm29271,49506080,49508445
49505627,49508865,Gm29271,49506080,49508445
85245947,85246642,Gm21734,85245947,85246642
85252547,85255893,Gm28972,85252547,85255893
85282070,85284383,Gm28970,85282070,85284383
85316374,85319611,Gm28971,85316374,85319611
85316374,85319611,Gm28971,85316827,85319187
85425287,85425394,5S_rRNA,85425287,85425394
85465090,85465785,Gm21785,85465090,85465785
49567735,49594004,Gm21209,49567735,49594004
49567735,49594004,Gm21209,49569158,49593809
49655117,49655812,Gm28682,49655117,49655812
85539786,85542177,Gm20854,85539792,85542177
85539786,85542177,Gm20854,85539786,85540787
49692084,49692398,Gm28569,49692084,49692398
85569581,85570195,Gm28349,85569581,85570195
49693803,49697145,Gm28681,49693803,49697145
85606484,85607179,Gm21892,85606484,85607179
49729018,49732257,Gm28684,49729018,49732257
49729018,49732257,Gm28684,49729472,49731837
85613079,85616425,Gm28346,85613079,85616425
85642562,85644875,Gm28345,85642562,85644875
49839497,49840189,Gm21316,49839497,49840189
85673035,85683514,Gm29090,85673035,85683514
49914093,49914788,Gm21923,49914093,49914788
49943780,49944394,Gm28683,49943780,49944394
85676858,85680095,Gm28152,85676858,85680095
85676858,85680095,Gm28152,85677311,85679671
49980603,49981082,Gm28680,49980603,49981082
85785711,85785818,5S_rRNA,85785711,85785818
85825483,85826178,Gm21881,85825483,85826178
85900219,85900914,Gm21435,85900219,85900914
50025140,50028379,Gm28679,50025140,50028379
50025140,50028379,Gm28679,50025593,50027959
85929918,85930532,Gm29505,85929918,85930532
85966821,85967516,Gm21862,85966821,85967516
50093855,50118710,Gm28870,50093855,50118710
85973403,85976749,Gm28823,85973403,85976749
50179073,50179759,Gm28871,50179073,50179759
86011028,86014268,Gm28220,86011028,86014268
86011028,86014268,Gm28220,86011480,86013848
50216048,50216362,Gm29512,50216048,50216362
50255566,50258802,Gm29511,50255566,50258802
50255566,50258802,Gm29511,50256018,50258382
50255566,50258802,Gm29511,50256018,50258382
86073041,86099221,Gm20820,86073041,86099221
50357039,50357734,Gm20880,50357039,50357734
86159381,86160076,Gm28219,86159381,86160076
50431746,50432438,Gm20881,50431746,50432438
86230613,86233850,Gm28218,86230613,86233850
86230613,86233850,Gm28218,86231065,86233425
50461385,50461999,Gm29121,50461385,50461999
86337286,86337393,5S_rRNA,86337286,86337393
50498093,50498788,Gm29120,50498093,50498788
86377000,86377692,Gm20861,86377000,86377692
50541096,50544334,Gm29117,50541096,50544334
50541096,50544334,Gm29117,50541548,50543914
86445468,86446163,Gm20860,86445468,86446163
86474081,86474695,Gm28057,86474081,86474695
86510886,86511581,Gm21796,86510886,86511581
86517442,86520788,Gm29302,86517442,86520788
50604830,50631040,Gm20883,50604830,50631040
50692597,50693292,Gm29119,50692597,50693292
50729591,50729905,Gm29118,50729591,50729905
86551475,86554713,Gm28440,86551475,86554713
86551475,86554713,Gm28440,86551928,86554293
86613536,86639743,Gm29299,86613536,86639743
50766623,50769862,Gm29116,50766623,50769862
50766623,50769862,Gm29116,50767076,50769437
50876743,50877438,Gm20889,50876743,50877438
86699924,86700619,Gm29298,86699924,86700619
50951415,50952110,Gm20887,50951415,50952110
86736993,86737307,Gm29092,86736993,86737307
86738716,86742050,Gm29091,86738716,86742050
50981018,50981632,Gm29320,50981018,50981632
51017676,51018371,Gm21849,51017676,51018371
86777331,86780568,Gm29297,86777331,86780568
86777331,86780568,Gm29297,86777785,86780148
86880629,86881324,Gm21462,86880629,86881324
51059646,51062885,Gm29321,51059646,51062885
51059646,51062885,Gm29321,51060099,51062465
51059646,51062885,Gm29321,51060099,51062465
86954893,86955588,Gm21470,86954893,86955588
86987230,86987844,Gm28366,86987230,86987844
87024037,87024732,Gm21752,87024037,87024732
87065986,87069223,Gm28365,87065986,87069223
87065986,87069223,Gm28365,87066438,87068803
51121799,51148063,Gm21117,51121799,51148063
51121799,51148063,Gm21117,51123234,51145298
51209215,51209910,Gm29319,51209215,51209910
51247851,51251192,Gm28317,51247851,51251192
51277174,51280412,Gm28318,51277174,51280412
51277174,51280412,Gm28318,51277627,51279992
51277174,51280412,Gm28318,51277627,51279992
87128090,87154186,Gm21477,87128090,87154186
87128090,87154186,Gm21477,87129524,87151424
51387732,51388424,Gm20884,51387732,51388424
87214438,87215133,Gm28368,87214438,87215133
51405548,51407130,Gm28313,51405548,51407130
51418223,51418567,Gm28314,51418223,51418567
87251384,87251698,Gm28369,87251384,87251698
51456669,51460012,Gm28315,51456669,51460012
87288405,87291640,Gm28367,87288405,87291640
87288405,87291640,Gm28367,87288857,87291221
87421633,87422247,Gm29115,87421633,87422247
87458438,87459133,Gm21813,87458438,87459133
51492011,51495250,Gm28316,51492011,51495250
51492011,51495250,Gm28316,51492466,51494826
51492011,51495250,Gm28316,51492466,51494826
51602375,51603070,Gm21387,51602375,51603070
51677110,51677802,Gm21396,51677110,51677802
51694020,51695561,Gm28944,51694020,51695561
87562235,87586960,Gm20906,87562235,87586960
51706677,51707291,Gm28943,51706677,51707291
87647275,87647970,Gm29111,87647275,87647970
51743607,51744302,Gm28946,51743607,51744302
87684207,87684521,Gm28110,87684207,87684521
51750159,51753497,Gm28945,51750159,51753497
87685933,87689273,Gm28109,87685933,87689273
87721235,87724471,Gm28108,87721235,87724471
87721235,87724471,Gm28108,87721686,87724051
87836145,87836840,Gm28107,87836145,87836840
51786585,51789824,Gm28947,51786585,51789824
51786585,51789824,Gm28947,51787038,51789404
51786585,51789824,Gm28947,51787038,51789404
